"Final Fantasy Card Name","Original MTG Name","Card Image","Card Set","Card Number","Print Variant","Available Variants","Treatment / Frame","Game Number","Rarity","Type Line","Color Identity","Owned","Non-Foil Qty","Foil Qty","Special Foil Qty","Total Quantity Owned","Condition","Price (USD)","Price (Foil)","Storage Location"
"General Leo Cristophe","","=IMAGE(""https://cards.scryfall.io/normal/front/3/9/39384ab7-54da-43e3-8fbc-5c171b7ca7f4.jpg?1783906369"", 1)","FIC","0020","Surge Foil","Surge Foil","Standard","FF6","Rare","Legendary Creature — Human Soldier","W","No",0,0,0,0,"Near Mint (NM)",0.17,"",""
"General Leo Cristophe","","=IMAGE(""https://cards.scryfall.io/normal/front/e/5/e5226e79-646b-4488-9a19-0549e15ba6ad.jpg?1783906327"", 1)","FIC","0135","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF6","Rare","Legendary Creature — Human Soldier","W","No",0,0,0,0,"Near Mint (NM)",0.4,1.53,""
"Generous Patron","","=IMAGE(""https://cards.scryfall.io/normal/front/8/f/8f4a43b9-6ee8-4b89-b204-83093fba8de4.jpg?1783906263"", 1)","FIC","0305","Surge Foil","Surge Foil","Standard","FF10","Rare","Creature — Elf Advisor","G","No",0,0,0,0,"Near Mint (NM)",0.8,"",""
"Genji Glove","","=IMAGE(""https://cards.scryfall.io/normal/front/f/7/f724dde1-84b0-4e3b-a9b8-44cd22bb9f79.jpg?1783906558"", 1)","FIN","0258","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF5","Rare","Artifact — Equipment","Colorless","No",0,0,0,0,"Near Mint (NM)",10.88,15.05,""
"Genji Glove","","=IMAGE(""https://cards.scryfall.io/normal/front/b/8/b894358d-b024-4cf5-a09b-bac8cde72258.jpg?1783906150"", 1)","PFIN","258s","Promo","Traditional Foil, Promo","Standard","FF5","Rare","Artifact — Equipment","Colorless","No",0,0,0,0,"Near Mint (NM)","",25.28,""
"Geothermal Bog","","=IMAGE(""https://cards.scryfall.io/normal/front/d/5/d504caa5-e557-4e69-8899-44760b88f076.jpg?1783906217"", 1)","FIC","0399","Surge Foil","Surge Foil","Standard","FF6","Common","Land — Swamp Mountain","BR","No",0,0,0,0,"Near Mint (NM)",0.23,"",""
"Gigantoad","","=IMAGE(""https://cards.scryfall.io/normal/front/b/c/bc10d648-4053-460f-bc52-9c20477bf6de.jpg?1783906587"", 1)","FIN","0187","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF15","Common","Creature — Frog","G","No",0,0,0,0,"Near Mint (NM)",0.14,0.24,""
"Gilgamesh, Master-at-Arms","","=IMAGE(""https://cards.scryfall.io/normal/front/1/e/1eb81329-fb7a-4347-b96c-9960a5c48e87.jpg?1783906605"", 1)","FIN","0139","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF5","Rare","Legendary Creature — Human Samurai","R","No",0,0,0,0,"Near Mint (NM)",0.61,1.39,""
"Gilgamesh, Master-at-Arms","","=IMAGE(""https://cards.scryfall.io/normal/front/8/6/86f7e3b4-959c-4820-9a7b-e5d178d42931.jpg?1783906176"", 1)","PFIN","139s","Promo","Traditional Foil, Promo","Standard","FF5","Rare","Legendary Creature — Human Samurai","R","No",0,0,0,0,"Near Mint (NM)","",7.84,""
"Gilgamesh, Master-at-Arms","","=IMAGE(""https://cards.scryfall.io/normal/front/8/1/816f618c-ed6c-4320-9c33-9ae903e32abf.jpg?1783906528"", 1)","FIN","0338","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF5","Rare","Legendary Creature — Human Samurai","R","No",0,0,0,0,"Near Mint (NM)",3.24,5.02,""
"Gilgamesh, Master-at-Arms","","=IMAGE(""https://cards.scryfall.io/normal/front/7/9/79070b71-3737-4d9a-8193-b2d7bf8d876b.jpg?1783906476"", 1)","FIN","0461","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF5","Rare","Legendary Creature — Human Samurai","R","No",0,0,0,0,"Near Mint (NM)",2.11,13.02,""
"Giott, King of the Dwarves","","=IMAGE(""https://cards.scryfall.io/normal/front/6/a/6a7784de-a10d-4ce6-98a5-aaf3e85773b6.jpg?1783906571"", 1)","FIN","0223","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF4","Uncommon","Legendary Creature — Dwarf Noble","RW","No",0,0,0,0,"Near Mint (NM)",0.17,0.28,""
"Giott, King of the Dwarves","","=IMAGE(""https://cards.scryfall.io/normal/front/e/5/e5220843-4964-4abe-b397-a909be8ed8e0.jpg?1783906465"", 1)","FIN","0488","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF4","Uncommon","Legendary Creature — Dwarf Noble","RW","No",0,0,0,0,"Near Mint (NM)",2.43,12.38,""
"The Shadow Lord","Gix, Yawgmoth Praetor","=IMAGE(""https://cards.scryfall.io/normal/front/f/1/f1de9d89-4cbf-453b-ab6d-88090bd7a204.jpg?1783906384"", 1)","FCA","0035","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF11","Mythic","Legendary Creature — Phyrexian Praetor","B","No",0,0,0,0,"Near Mint (NM)",5.18,34.69,""
"Glacial Fortress","","=IMAGE(""https://cards.scryfall.io/normal/front/d/7/d75d748f-38c3-4a7f-8211-db62d5314180.jpg?1783906217"", 1)","FIC","0400","Surge Foil","Surge Foil","Standard","FF14","Rare","Land","UW","No",0,0,0,0,"Near Mint (NM)",0.65,"",""
"Gladiolus Amicitia","","=IMAGE(""https://cards.scryfall.io/normal/front/4/4/442957fc-045d-4db6-b82a-445f172d23e4.jpg?1783906571"", 1)","FIN","0224","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF15","Uncommon","Legendary Creature — Human Warrior","GR","No",0,0,0,0,"Near Mint (NM)",0.28,0.3,""
"Gladiolus Amicitia","","=IMAGE(""https://cards.scryfall.io/normal/front/8/e/8e2d8e83-1fd4-4c99-ae84-b450e3650cb7.jpg?1783906466"", 1)","FIN","0489","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF15","Uncommon","Legendary Creature — Human Warrior","GR","No",0,0,0,0,"Near Mint (NM)",1.24,11.75,""
"Gilgamesh, Weapon Collector","Godo, Bandit Warlord","=IMAGE(""https://cards.scryfall.io/normal/front/b/2/b24b733e-f98a-4ae1-9e54-eb416dea7cf6.jpg?1783906391"", 1)","FCA","0013","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF5","Rare","Legendary Creature — Human Barbarian","R","No",0,0,0,0,"Near Mint (NM)",3.98,22.21,""
"Gogo, Master of Mimicry","","=IMAGE(""https://cards.scryfall.io/normal/front/c/c/cce4eb99-d960-4ab7-911a-bb4ea74d1775.jpg?1783906636"", 1)","FIN","0054","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF6","Mythic","Legendary Creature — Wizard","U","No",0,0,0,0,"Near Mint (NM)",4.61,5.36,""
"Gogo, Master of Mimicry","","=IMAGE(""https://cards.scryfall.io/normal/front/3/2/329abaf9-b428-4e63-9433-558b384ba698.jpg?1783906192"", 1)","PFIN","54s","Promo","Traditional Foil, Promo","Standard","FF6","Mythic","Legendary Creature — Wizard","U","No",0,0,0,0,"Near Mint (NM)","",18.68,""
"Gogo, Master of Mimicry","","=IMAGE(""https://cards.scryfall.io/normal/front/0/5/054e180d-4e66-426d-adb5-a4fee94b6a67.jpg?1783906512"", 1)","FIN","0377","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF6","Mythic","Legendary Creature — Wizard","U","No",0,0,0,0,"Near Mint (NM)",8.65,11.78,""
"Gogo, Master of Mimicry","","=IMAGE(""https://cards.scryfall.io/normal/front/5/9/59156e99-5514-4eb3-b976-bb6cfe354d12.jpg?1783906488"", 1)","FIN","0437","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF6","Mythic","Legendary Creature — Wizard","U","No",0,0,0,0,"Near Mint (NM)",7.81,13.8,""
"Gogo, Master of Mimicry","","=IMAGE(""https://cards.scryfall.io/normal/front/8/c/8cbeb01f-965f-4aa2-9e75-31718cc574e3.jpg?1783906450"", 1)","FIN","0522","Surge Foil","Surge Foil","Borderless","FF6","Mythic","Legendary Creature — Wizard","U","No",0,0,0,0,"Near Mint (NM)","",56.12,""
"Gogo, Mysterious Mime","","=IMAGE(""https://cards.scryfall.io/normal/front/0/d/0db05dc8-03f8-4ab4-9ca3-2aaaa0099eb4.jpg?1783906356"", 1)","FIC","0056","Surge Foil","Surge Foil","Standard","FF6","Rare","Legendary Creature — Wizard","R","No",0,0,0,0,"Near Mint (NM)",1.61,"",""
"Gogo, Mysterious Mime","","=IMAGE(""https://cards.scryfall.io/normal/front/e/b/ebf0b7b3-2e9a-4fb1-aaad-ff1567a4993c.jpg?1783906321"", 1)","FIC","0153","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF6","Rare","Legendary Creature — Wizard","R","No",0,0,0,0,"Near Mint (NM)",4.74,19.91,""
"Gohn, Town of Ruin","","=IMAGE(""https://cards.scryfall.io/normal/front/9/9/99582781-613e-4a33-aec7-7569b4a961aa.jpg?1783906550"", 1)","FIN","0278","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF5","Common","Land — Town","BG","No",0,0,0,0,"Near Mint (NM)",0.19,0.21,""
"Golbez, Crystal Collector","","=IMAGE(""https://cards.scryfall.io/normal/front/8/4/849f5716-7211-4e93-a220-f88d49f937f4.jpg?1783906570"", 1)","FIN","0225","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF4","Rare","Legendary Creature — Human Wizard","BU","No",0,0,0,0,"Near Mint (NM)",0.52,1.11,""
"Golbez, Crystal Collector","","=IMAGE(""https://cards.scryfall.io/normal/front/e/f/effc26cf-3e80-4e67-a703-5c3579abc9f4.jpg?1783906163"", 1)","PFIN","225s","Promo","Traditional Foil, Promo","Standard","FF4","Rare","Legendary Creature — Human Wizard","BU","No",0,0,0,0,"Near Mint (NM)","",4.74,""
"Golbez, Crystal Collector","","=IMAGE(""https://cards.scryfall.io/normal/front/9/5/95822b03-a49b-4a77-a257-fe0527088177.jpg?1783906503"", 1)","FIN","0395","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF4","Rare","Legendary Creature — Human Wizard","BU","No",0,0,0,0,"Near Mint (NM)",3.14,5.09,""
"Golbez, Crystal Collector","","=IMAGE(""https://cards.scryfall.io/normal/front/d/b/db013d39-3681-4ed0-8671-d1d2452df9de.jpg?1783906463"", 1)","FIN","0490","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF4","Rare","Legendary Creature — Human Wizard","BU","No",0,0,0,0,"Near Mint (NM)",1.86,9.2,""
"Golbez, Crystal Collector","","=IMAGE(""https://cards.scryfall.io/normal/front/d/e/de4c9b6b-27be-45b6-9642-49471aaddcb9.jpg?1783906444"", 1)","FIN","0540","Surge Foil","Surge Foil","Borderless","FF4","Rare","Legendary Creature — Human Wizard","BU","No",0,0,0,0,"Near Mint (NM)","",46.72,""
"Golbez, Crystal Collector // Golbez, Crystal Collector","","=IMAGE(""https://cards.scryfall.io/normal/front/f/7/f71f77aa-e10e-4d6f-8478-aa9e9b1acd47.jpg?1783906402"", 1)","AFIN","0045","Basic/Non-foil","Non-Foil, Traditional Foil","Art Card","FF4","Common","Card // Card","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"Gongaga, Reactor Town","","=IMAGE(""https://cards.scryfall.io/normal/front/7/b/7beccfa6-3e4b-4460-954e-870cb39e462d.jpg?1783906549"", 1)","FIN","0280","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF7","Common","Land — Town","GR","No",0,0,0,0,"Near Mint (NM)",0.17,0.29,""
"Goobbue Gardener","","=IMAGE(""https://cards.scryfall.io/normal/front/b/7/b7c3544a-5dd5-423e-8a40-ac4803db8adc.jpg?1783906586"", 1)","FIN","0188","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF11","Common","Creature — Plant Beast","G","No",0,0,0,0,"Near Mint (NM)",0.14,0.23,""
"G'raha Tia","","=IMAGE(""https://cards.scryfall.io/normal/front/0/7/076a8eca-ed73-4ee9-aab4-d9d43d394ee6.jpg?1783906648"", 1)","FIN","0021","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF14","Uncommon","Legendary Creature — Cat Archer","W","No",0,0,0,0,"Near Mint (NM)",0.19,0.25,""
"G'raha Tia","","=IMAGE(""https://cards.scryfall.io/normal/front/d/2/d285d6fa-b618-4558-b1e6-d148e0927cb5.jpg?1783906490"", 1)","FIN","0429","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF14","Uncommon","Legendary Creature — Cat Archer","W","No",0,0,0,0,"Near Mint (NM)",0.94,18.74,""
"G'raha Tia, Scion Reborn","","=IMAGE(""https://cards.scryfall.io/normal/front/f/9/f90eb8ef-ad70-4d6c-9958-e6153f8599bc.jpg?1783906373"", 1)","FIC","0003","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF14","Mythic","Legendary Creature — Cat Wizard","BUW","No",0,0,0,0,"Near Mint (NM)",0.59,0.34,""
"G'raha Tia, Scion Reborn","","=IMAGE(""https://cards.scryfall.io/normal/front/a/5/a5ec8a4e-92fd-49bd-8d9c-c83dd853ca01.jpg?1783906315"", 1)","FIC","0172","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF14","Mythic","Legendary Creature — Cat Wizard","BUW","No",0,0,0,0,"Near Mint (NM)",1.54,3.95,""
"G'raha Tia, Scion Reborn","","=IMAGE(""https://cards.scryfall.io/normal/front/2/4/24a80798-8ff1-41b9-9ffe-a48d1add8538.jpg?1783906302"", 1)","FIC","0203","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF14","Mythic","Legendary Creature — Cat Wizard","BUW","No",0,0,0,0,"Near Mint (NM)",14.0,17.97,""
"G'raha Tia, Scion Reborn","","=IMAGE(""https://cards.scryfall.io/normal/front/4/d/4dd910c1-9d74-4f08-bc36-51fa504f9017.jpg?1783906301"", 1)","FIC","0211","Surge Foil","Surge Foil","Borderless","FF14","Mythic","Legendary Creature — Cat Wizard","BUW","No",0,0,0,0,"Near Mint (NM)","",87.68,""
"G'raha Tia, Scion Reborn","","=IMAGE(""https://cards.scryfall.io/normal/front/2/1/214453a2-9dcb-4bab-853f-5b56bbcbe4f8.jpg?1783906296"", 1)","FIC","0222","Surge Foil","Surge Foil","Standard","FF14","Mythic","Legendary Creature — Cat Wizard","BUW","No",0,0,0,0,"Near Mint (NM)","",1.04,""
"G'raha Tia, Scion Reborn // G'raha Tia, Scion Reborn","","=IMAGE(""https://cards.scryfall.io/normal/front/1/4/1462aa03-5e46-4ea9-8844-045ab9ad82dd.jpg?1783906416"", 1)","AFIN","0019","Basic/Non-foil","Non-Foil, Traditional Foil","Art Card","FF14","Common","Card // Card","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"G'raha Tia, Scion Reborn // G'raha Tia, Scion Reborn","","=IMAGE(""https://cards.scryfall.io/normal/front/7/4/74f1708e-6446-4ca9-9186-3cb1e6a1ad3f.jpg?1783906400"", 1)","AFIN","0051","Basic/Non-foil","Non-Foil, Traditional Foil","Art Card","FF14","Common","Card // Card","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"Gran Pulse Ochu","","=IMAGE(""https://cards.scryfall.io/normal/front/4/d/4dced21f-478c-4500-9484-af5864dea5cc.jpg?1783906586"", 1)","FIN","0189","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF13","Common","Creature — Plant Beast","G","No",0,0,0,0,"Near Mint (NM)",0.14,0.25,""
"Grateful Apparition","","=IMAGE(""https://cards.scryfall.io/normal/front/7/5/755e0d2b-9a5e-4a13-b085-13c33e120de0.jpg?1783906286"", 1)","FIC","0244","Surge Foil","Surge Foil","Standard","FF10","Uncommon","Creature — Spirit","W","No",0,0,0,0,"Near Mint (NM)",0.3,"",""
"Graven Cairns","","=IMAGE(""https://cards.scryfall.io/normal/front/7/f/7f33cce1-1484-43da-a825-b090eb5403a4.jpg?1783906217"", 1)","FIC","0401","Surge Foil","Surge Foil","Standard","FF6","Rare","Land","BR","No",0,0,0,0,"Near Mint (NM)",1.87,"",""
"Guadosalam, Farplane Gateway","","=IMAGE(""https://cards.scryfall.io/normal/front/d/f/dfcbc131-fd50-4908-b539-c8e52bb70c58.jpg?1783906548"", 1)","FIN","0281","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF10","Common","Land — Town","GU","No",0,0,0,0,"Near Mint (NM)",0.2,0.31,""
"Gyre Sage","","=IMAGE(""https://cards.scryfall.io/normal/front/2/3/236c4e0d-1a54-4024-85ef-4d73028bfb87.jpg?1783906258"", 1)","FIC","0306","Surge Foil","Surge Foil","Standard","FF10","Rare","Creature — Elf Druid","G","No",0,0,0,0,"Near Mint (NM)",1.16,"",""
"Gysahl Greens","","=IMAGE(""https://cards.scryfall.io/normal/front/0/2/020dee17-d85b-44c4-9faa-b1ef977956f4.jpg?1783906585"", 1)","FIN","0190","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF11","Common","Sorcery","G","No",0,0,0,0,"Near Mint (NM)",0.16,0.24,""
"Gysahl Greens // Gysahl Greens","","=IMAGE(""https://cards.scryfall.io/normal/front/7/e/7e10f8c5-d2bd-491e-827f-145a1bacc258.jpg?1783906420"", 1)","AFIN","0010","Basic/Non-foil","Non-Foil, Traditional Foil","Art Card","FF11","Common","Card // Card","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"Hades, Sorcerer of Eld // Hades, Sorcerer of Eld","","=IMAGE(""https://cards.scryfall.io/normal/front/f/d/fd964723-444e-4112-8db3-daf26d05e79a.jpg?1783906420"", 1)","AFIN","0012","Basic/Non-foil","Non-Foil, Traditional Foil","Art Card","FF14","Common","Card // Card","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"Hardened Scales","","=IMAGE(""https://cards.scryfall.io/normal/front/1/2/1219d294-22b3-45de-91d9-8d80e27c2fd6.jpg?1783906258"", 1)","FIC","0307","Surge Foil","Surge Foil","Standard","FF10","Rare","Enchantment","G","No",0,0,0,0,"Near Mint (NM)",2.26,"",""
"Harmonize","","=IMAGE(""https://cards.scryfall.io/normal/front/9/7/978410dd-aace-4a70-8028-6dd11c14156e.jpg?1783906259"", 1)","FIC","0308","Surge Foil","Surge Foil","Standard","FF7","Uncommon","Sorcery","G","No",0,0,0,0,"Near Mint (NM)",0.26,"",""
"Haste Magic","","=IMAGE(""https://cards.scryfall.io/normal/front/3/a/3af9d100-70ee-4c6c-a762-11a0c4f3ef6f.jpg?1783906605"", 1)","FIN","0140","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF7","Common","Instant","R","No",0,0,0,0,"Near Mint (NM)",0.27,0.3,""
"Hecteyes","","=IMAGE(""https://cards.scryfall.io/normal/front/8/6/8680d052-c07b-4d9b-bda9-b5f69f44f424.jpg?1783906618"", 1)","FIN","0103","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF2","Common","Creature — Ooze Horror","B","No",0,0,0,0,"Near Mint (NM)",0.28,0.31,""
"Heidegger, Shinra Executive","","=IMAGE(""https://cards.scryfall.io/normal/front/8/e/8e216baf-0e3c-4173-a852-5c5aeb3a9d79.jpg?1783906367"", 1)","FIC","0021","Surge Foil","Surge Foil","Standard","FF7","Rare","Legendary Creature — Human Soldier","W","No",0,0,0,0,"Near Mint (NM)",0.16,"",""
"Heidegger, Shinra Executive","","=IMAGE(""https://cards.scryfall.io/normal/front/a/d/ad2547e0-b3bb-45df-a0ee-1af4bd80c834.jpg?1783906327"", 1)","FIC","0136","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF7","Rare","Legendary Creature — Human Soldier","W","No",0,0,0,0,"Near Mint (NM)",0.33,1.47,""
"Helitrooper","","=IMAGE(""https://cards.scryfall.io/normal/front/2/0/2073f387-9cdd-4184-8704-e6031c934b6d.jpg?1783906367"", 1)","FIC","0022","Surge Foil","Surge Foil","Standard","FF7","Rare","Creature — Human Soldier","W","No",0,0,0,0,"Near Mint (NM)",0.16,"",""
"Helitrooper","","=IMAGE(""https://cards.scryfall.io/normal/front/4/f/4fe4000f-e7aa-48e7-a0be-8cc1c2698ad0.jpg?1783906339"", 1)","FIC","0106","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF7","Rare","Creature — Human Soldier","W","No",0,0,0,0,"Near Mint (NM)",0.33,0.47,""
"Hellkite Tyrant","","=IMAGE(""https://cards.scryfall.io/normal/front/9/7/97ff9946-af2c-4568-847e-b828a71d0217.jpg?1783906264"", 1)","FIC","0295","Surge Foil","Surge Foil","Standard","FF7","Rare","Creature — Dragon","R","No",0,0,0,0,"Near Mint (NM)",2.17,"",""
"Herald's Horn","","=IMAGE(""https://cards.scryfall.io/normal/front/4/8/48a8abd6-8b5f-45b6-9f82-f2ce17d86222.jpg?1783906294"", 1)","FIC","0228","Promo","Traditional Foil, Promo","Extended Art","FF14","Rare","Artifact","Colorless","No",0,0,0,0,"Near Mint (NM)","",5.46,""
"Hermes, Overseer of Elpis","","=IMAGE(""https://cards.scryfall.io/normal/front/e/0/e04a05e5-7bff-46a4-aae1-6713977e6e30.jpg?1783906363"", 1)","FIC","0036","Surge Foil","Surge Foil","Standard","FF14","Rare","Legendary Creature — Elder Wizard","U","No",0,0,0,0,"Near Mint (NM)",0.35,"",""
"Hermes, Overseer of Elpis","","=IMAGE(""https://cards.scryfall.io/normal/front/e/b/ebacdfc9-7459-45b7-b563-572bdab27702.jpg?1783906326"", 1)","FIC","0141","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF14","Rare","Legendary Creature — Elder Wizard","U","No",0,0,0,0,"Near Mint (NM)",1.81,6.58,""
"Hero","","=IMAGE(""https://cards.scryfall.io/normal/front/d/0/d0657ce1-bf75-4007-ac1b-0623eb263357.jpg?1783906138"", 1)","TFIN","0002","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF14","Common","Token Creature — Hero","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"Hero","","=IMAGE(""https://cards.scryfall.io/normal/front/3/3/3308e4bf-950f-4b83-969a-2a95f077552f.jpg?1783906137"", 1)","TFIN","0003","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF14","Common","Token Creature — Hero","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"Hero","","=IMAGE(""https://cards.scryfall.io/normal/front/a/2/a257329e-28b9-4ab6-ae05-f6ce0070cb35.jpg?1783906137"", 1)","TFIN","0004","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF14","Common","Token Creature — Hero","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"Hero","","=IMAGE(""https://cards.scryfall.io/normal/front/5/6/5619d240-3832-477b-ad30-8d310c90f555.jpg?1783906137"", 1)","TFIN","0005","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF14","Common","Token Creature — Hero","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"Hero","","=IMAGE(""https://cards.scryfall.io/normal/front/c/3/c39b8112-6a5c-4080-a884-2b4d6e5276ef.jpg?1783906136"", 1)","TFIN","0006","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF14","Common","Token Creature — Hero","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"Hero","","=IMAGE(""https://cards.scryfall.io/normal/front/c/8/c82c74c1-fb73-4d4d-808e-2f4d7b97c97d.jpg?1783906135"", 1)","TFIN","0007","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF14","Common","Token Creature — Hero","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"Hero","","=IMAGE(""https://cards.scryfall.io/normal/front/7/f/7fc68b53-e23d-4762-aa53-e634e856be47.jpg?1783906135"", 1)","TFIN","0008","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF14","Common","Token Creature — Hero","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"Hero","","=IMAGE(""https://cards.scryfall.io/normal/front/2/d/2d132d9b-00dd-4ab9-b195-1857f3cee37b.jpg?1783906135"", 1)","TFIN","0009","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF14","Common","Token Creature — Hero","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
